source_gap,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,40,42
2,0.00012465719272001995,0.1736474694589878,0.15706806282722513,0.0,0.18773373223635004,0.12041884816753927,0.0,0.07703814510097233,0.0775367738718524,0.0,0.05410122164048865,0.03926701570680628,0.0,0.04512590376464722,0.02343555223136375,0.0,0.013587634006482174,0.009972575417601595,0.012715033657442034,0.008227374719521317
4,0.18232323232323233,0.0,0.22361111111111112,0.11957070707070708,0.0,0.08863636363636364,0.10542929292929293,0.0,0.06666666666666667,0.07032828282828282,0.0,0.044065656565656565,0.0398989898989899,0.0,0.02638888888888889,0.012626262626262626,0.0,0.015277777777777777,0.0,0.005176767676767677
6,0.0940590322337133,0.1333132029893561,0.1456178757454518,0.08885030572959915,0.08447195591454669,0.09594625198158073,0.07035555220049823,0.036914018268287156,0.052842152940288364,0.034724843360760926,0.03132784781459953,0.04348154299086586,0.010945874537631161,0.013437004604816186,0.025741677360911906,0.007397901411640371,0.01004000905865479,0.010190986638484185,0.004227372235223069,0.006114591983090511
8,0.0,0.16883116883116883,0.20852387049570148,0.0,0.18200109749405524,0.12346808121456009,0.0,0.05908176330711542,0.06237424547283702,0.0,0.07152002926650813,0.025059447594658862,0.0,0.02652277300164624,0.029449423815621,0.0,0.0139015913663801,0.008779952441924272,0.011523687580025609,0.008962868117797696
10,0.21783328492593668,0.0,0.16598896311356376,0.14391519024106883,0.0,0.12024397327911705,0.10368864362474586,0.0,0.0730467615451641,0.05605576532094104,0.0,0.03311065930874237,0.03165843740923613,0.0,0.02207377287249492,0.016119663084519315,0.0,0.009294220156839965,0.0,0.0069706651176299735
12,0.12644701691896706,0.09031929779926218,0.16193868464571937,0.08497646609846075,0.10583895178730442,0.08701183055590891,0.051647373107747106,0.0452868591782216,0.07454522325403892,0.027095789339778655,0.025187635160921002,0.026714158504007122,0.014247551202137132,0.019972013738710086,0.028495102404274265,0.007505406436840096,0.006360513929525506,0.005470041979391935,0.005724462536572955,0.005215621422210915
14,0.0,0.2065817919769397,0.21979341820802306,0.0,0.17679558011049723,0.09128032668748498,0.0,0.0891184242133077,0.049003122748018255,0.0,0.04708143165986068,0.028104732164304588,0.0,0.026423252462166705,0.023780927215950036,0.0,0.011530146528945472,0.014172471775162144,0.011289935142925775,0.005044439106413644
16,0.20588235294117646,0.0,0.17044649184975194,0.1307583274273565,0.0,0.12083628632175762,0.1307583274273565,0.0,0.058114812189936214,0.05527994330262225,0.0,0.04323175053153792,0.032246633593196315,0.0,0.023387668320340185,0.014174344436569808,0.0,0.009922041105598866,0.0,0.004961020552799433
18,0.12528521053723293,0.119477286869944,0.14457581414644266,0.06782825140012445,0.10869114291640739,0.12632233976353455,0.04169259489732421,0.030491599253266957,0.05538270068450529,0.03132130263430823,0.028417340800663764,0.03422526446795271,0.015349512549263639,0.010578718108276292,0.023853972204936735,0.009126737191454055,0.006222775357809583,0.006637627048330222,0.006430201203069903,0.008089607965152458
