timestamp,batch_start,batch_end,runtime_minutes,runtime_seconds,file_size_gb,status,output_file
2026-07-01T04:38:27,180000000001,190000000000,125.731757,7543.905,2.871804,success,E:\PrimeNet\Repository\ranges\primes_180000000001_190000000000.npy
2026-07-01T02:21:56,130000000001,140000000000,51.159366,3069.562,2.907127,success,E:\PrimeNet\Repository\ranges\primes_130000000001_140000000000.npy
2026-07-01T01:20:29,90000000001,100000000000,46.227986,2773.679,2.947642,success,E:\PrimeNet\Repository\ranges\primes_90000000001_100000000000.npy
2026-07-01T08:00:23,660000000001,670000000000,43.122870,2587.372,2.736895,success,E:\PrimeNet\Repository\ranges\primes_660000000001_670000000000.npy
